WineName,Vintage,VineyardName,Country,Region,Type,Size(ml),Varietal,Critic,Rating,Price,CatalogueRemark,VivinoRating,Dry-Sweet,Light-Bold,Soft-Acidic,Smooth-Tannic,Gentle-Fizzy,NumVivinoRaters,NumReviews,VivinoRemarks,VivinoURL,VivinoPrice,VivinoRetailer,VivinoAvailableVintage,On-PremiseExclusive,Organic and/Or Bio-dynamic,Natural Winemaking,Sustainable Winegrowing,No Preservative
Fine Ruby,NV,W & J. Graham's Port,Portugal,Douro,Red,750,,,,45,,3.7,,,,,,2134,,Among top 9% of all wines in the world (N.V. Vintage),https://www.vivino.com/w-and-j-grahams-fine-ruby-port/w/1142285?year=U.V.,$59.00,Vini Vino,NV,N,Y,N,N,N
Late Bottled Vintage (LBV),2014,W & J. Graham's Port,Portugal,Douro,,750,,,,55,,3.9,,,,,,462,,,https://www.vivino.com/w-and-j-grahams-late-bottled-vintage-port/w/45974?year=2014,$73.00,Vini Vino,NV,N,Y,N,N,N
Six Grapes,NV,W & J. Graham's Port,Portugal,Douro,,750,,,,58,,3.6,,,,,,14,,,https://www.vivino.com/w-and-j-grahams-six-grapes-ruby-port/w/7461164?year=U.V.,,,,Y,Y,N,N,N
Six Grapes reserve 'River Quintas',NV,W & J. Graham's Port,Portugal,Douro,,750,,,,69,,3.9,,,,,,7383,,Among top 5% of all wines in the world (N.V. Vintage),https://www.vivino.com/w-and-j-grahams-six-grapes-reserve-ruby-port/w/1138277?year=U.V.,,,,N,Y,N,N,N
10 Year Old Tawny,NV,W & J. Graham's Port,Portugal,Douro,,200,,,,22.5,,4.1,,,,,,10021,,Among top 1% of all wines in the world (N.V. Vintage),https://www.vivino.com/w-and-j-grahams-ten-year-old-tawny-port/w/1145628?year=U.V.,$89.00,Vini Vino,NV,N,Y,N,N,N
10 Year Old Tawny,NV,W & J. Graham's Port,Portugal,Douro,,750,,,,69,,4.1,,,,,,10021,,Among top 1% of all wines in the world (N.V. Vintage),https://www.vivino.com/w-and-j-grahams-ten-year-old-tawny-port/w/1145628?year=U.V.,$89.00,Vini Vino,NV,N,Y,N,N,N
20 Year Old Tawny,NV,W & J. Graham's Port,Portugal,Douro,,750,,,,115,,4.3,,,,,,8238,,Featured in Vivino's 2017 Wine Style Awards: Portuguese Port (N.V. Vintage). Among top 1% of all wines in the world (2008 Vintage),https://www.vivino.com/w-and-j-grahams-twenty-year-old-tawny-port/w/1153679?year=U.V.,$138.00,Vini Vino,NV,N,Y,N,N,N
30 Year Old Tawny,NV,W & J. Graham's Port,Portugal,Douro,,750,,,,188,,4.5,,,,,,2104,,Featured in Vivino's 2019 Wine Style Awards: Portuguese Port (N.V. Vintage). Among top 2% of all wines in the world (2013 Vintage),https://www.vivino.com/w-and-j-grahams-thirty-year-old-tawny-port/w/1488696?year=U.V.,$225.00,Vini Vino,NV,N,Y,N,N,N
40 Year Old Tawny,NV,W & J. Graham's Port,Portugal,Douro,,750,,RP,91,268,,4.6,,,,,,1518,,Featured in Vivino's 2018 Wine Style Awards: Portuguese Port (N.V. Vintage). Among top 1% of all wines in the world (2015 Vintage),https://www.vivino.com/w-and-j-grahams-forty-year-old-tawny-port/w/1180132?year=U.V.,,,,N,Y,N,N,N
Single Harvest Tawny Port *Limited,1963,W & J. Graham's Port,Portugal,Douro,,750,,,,549,,4.8,,,,,,110,,,https://www.vivino.com/w-and-j-grahams-single-harvest-tawny-port/w/1630149?year=1963,,,,N,Y,N,N,N
Quinta dos Malvedos Vintage,1998,W & J. Graham's Port,Portugal,Douro,,750,,,,90,,4.4,,,,,,86,,,https://www.vivino.com/w-and-j-grahams-quinta-dos-malvedos-vintage-port/w/1391837?year=1998,$132.00,Vini Vino,1998,N,Y,N,N,N
The Stone Terraces *Limited,2015,W & J. Graham's Port,Portugal,Douro,,750,,RP,95,265,,4.5,,,,,,31,,Popular among Vivino users. More than 30 ratings,https://www.vivino.com/w-and-j-grahams-vintage-port-the-stone-terraces/w/1872419?year=2015,$365.00,Vini Vino,2015,N,Y,N,N,N
Vintage Port ,2016,W & J. Graham's Port,Portugal,Douro,,750,,,,150,,4.3,,,,,,116,,,https://www.vivino.com/w-and-j-grahams-vintage-port/w/45454?year=2016,$198.00,Vini Vino,2016,N,Y,N,N,N
Vintage Port ,2017,W & J. Graham's Port,Portugal,Douro,,750,,,,156,,4.4,,,,,,28,,,https://www.vivino.com/w-and-j-grahams-vintage-port/w/45454?year=2017,$198.00,Vini Vino,2016,N,Y,N,N,N
Graham's 10 Year Old Port,,W & J. Graham's Port,Portugal,Douro,,4500,,,,525,,4.1,,,,,,10021,,Among top 1% of all wines in the world (N.V. Vintage),https://www.vivino.com/w-and-j-grahams-ten-year-old-tawny-port/w/1145628?year=U.V.,$89.00,Vini Vino,NV,N,Y,N,N,N
Domaine Ste. Michelle Brut,NV,Chateau Ste Michelle,United States,"Columbia Valley, WA",Sparkling ,750,"Chardonnay, Pinot Noir, Pinot Gris",,,36.5,,3.6,,,,,,3206,,Among top 8% of all wines in region (N.V. Vintage),https://www.vivino.com/domaine-ste-michelle-brut/w/88242?year=U.V.,,,,N,N,N,N,N
Dry Riesling,2014,Chateau Ste Michelle,United States,"Columbia Valley, WA",White,750,Riesling,,,35,,3.7,2,5,8,,,1106,1241,,https://www.vivino.com/chateau-ste-michelle-dry-riesling/w/1451?year=2014,$55.00,Vini Vino,2017,N,N,N,Y,N
Dry Riesling,2017,Chateau Ste Michelle,United States,"Columbia Valley, WA",White,750,Riesling,,,35,,3.7,2,5,8,,,807,1241,,https://www.vivino.com/chateau-ste-michelle-dry-riesling/w/1451?year=2017,$55.00,Vini Vino,2017,N,N,N,Y,N
Columbia Chardonnay,2017,Chateau Ste Michelle,United States,"Columbia Valley, WA",White,750,Chardonnay ,,,40,,3.7,2,8,7,,,1454,1407,,https://www.vivino.com/chateau-ste-michelle-chardonnay/w/1439?year=2017,$65.00,Vini Vino,2017,N,N,N,Y,N
Columbia Valley Merlot,2016,Chateau Ste Michelle,United States,"Columbia Valley, WA",Red,750,Merlot,,,44,,3.8,2,8,3,4,,1575,1178,,https://www.vivino.com/chateau-ste-michelle-merlot/w/1132669?year=2016,$65.00,Vini Vino,2016,N,N,N,Y,N
Columbia Valley Cabernet Sauvignon,2016,Chateau Ste Michelle,United States,"Columbia Valley, WA",Red,750,Cabernet Sauvignon,,,44,,3.8,2,8,8,7,,4578,2823,,https://www.vivino.com/chateau-ste-michelle-cabernet-sauvignon/w/1110343?year=2016,$65.00,Vini Vino,,N,N,N,Y,N
Indian Wells Chardonnay,2016,Chateau Ste Michelle,United States,"Columbia Valley, WA",White,750,Chardonnay,WE,90,46,,3.8,2,8,7,,,873,396,,https://www.vivino.com/chateau-ste-michelle-indian-wells-chardonnay/w/1445?year=2016,$70.00,Vini Vino,2016,N,N,N,Y,N
Indian Wells Chardonnay,2017,Chateau Ste Michelle,United States,"Columbia Valley, WA",White,750,Chardonnay,,,46,,4.1,2,8,7,,,135,396,This vintage rates better than any other year for this wine. Among top 2% of all wines in the world,https://www.vivino.com/chateau-ste-michelle-indian-wells-chardonnay/w/1445?year=2017,$70.00,Vini Vino,2016,N,N,N,Y,N
Indian Wells Cabernet Sauvignon,2016,Chateau Ste Michelle,United States,"Columbia Valley, WA",Red,750,Cabernet Sauvignon,,,46,,4,2,8,8,7,,3039,2193,,https://www.vivino.com/chateau-ste-michelle-indian-wells-cabernet-sauvignon/w/1142712?year=2016,$70.00,Vini Vino,2015,N,N,N,Y,N
Cold Creek Vineyard Chardonnay,2013,Chateau Ste Michelle,United States,"Columbia Valley, WA",White,750,Chardonnay,RP,90,57,,3.3,2,8,7,,,73,45,Popular among Vivino users. More than 70 ratings,https://www.vivino.com/chateau-ste-michelle-cold-creek-vineyard-chardonnay/w/1438?year=2013,$82.00,Vini Vino,2013,N,N,N,Y,N
Cold Creek Vineyard Cabernet Sauvignon,2014,Chateau Ste Michelle,United States,"Columbia Valley, WA",Red,750,Cabernet Sauvignon,JS,93,57,,4.1,2,8,7,7,,496,542,Among top 2% of all wines in the world,https://www.vivino.com/chateau-ste-michelle-cold-creek-vineyard-cabernet-sauvignon/w/1143625?year=2014,$82.00,Vini Vino,2014,N,N,N,Y,N
Cold Creek Vineyard Cabernet Sauvignon,2015,Chateau Ste Michelle,United States,"Columbia Valley, WA",Red,750,Cabernet Sauvignon,JS,93,57,,4,2,8,7,7,,170,542,,https://www.vivino.com/chateau-ste-michelle-cold-creek-vineyard-cabernet-sauvignon/w/1143625?year=2015,$82.00,Vini Vino,2014,N,N,N,Y,N
Canoe Ridge Estate Merlot,2013,Chateau Ste Michelle,United States,"Columbia Valley, WA",Red,750,Merlot,RP,91,52,,3.9,2,8,3,4,,568,221,Popular among Vivino users. More than 500 ratings,https://www.vivino.com/chateau-ste-michelle-canoe-ridge-estate-merlot/w/1232561?year=2013,$78.00,Vini Vino,2013,N,N,N,Y,N
Riesling,2016,Eroica,United States,"Columbia Valley, WA",White,750,Riesling,RP,91,50,,3.8,2,5,8,,,652,807,,https://www.vivino.com/eroica-riesling/w/1453?year=2016,$78.00,Vini Vino,2016,Y,N,N,Y,N
The Pundit,2014,Tenet,United States,"Columbia Valley, WA",Red,750,"Syrah, Grenache, Mourvedre & Viognier",RP,92,56,,3.9,2,8,8,7,,980,651,This vintage rates better than any other year for this wine,https://www.vivino.com/tenet-wines-the-pundit/w/3491687?year=2014,$75.00,Vini Vino,2014,Y,N,N,N,N
Tenet GSM,2014,Tenet,United States,"Columbia Valley, WA",Red,750,"Greanche, Syrah & Mourvedro",RP,95,118,,4.2,2,8,8,7,,155,61,Popular among Vivino users. More than 100 ratings,https://www.vivino.com/tenet-wines-gsm/w/3801243?year=2014,$145.00,Vini Vino,2013,Y,N,N,N,N
Col Solare Cabernet Sauvignon Blend,2012,Col Solare,United States,"Red Mountain, WA",Red,750,"Cabernet Sauvignon, Cabernet Franc, Merlot & Syrah",RP,94,115,,4.3,2,8,8,7,,,162,,https://www.vivino.com/col-solare-cabernet-sauvignon-red-mountain-red-wine/w/5953599?year=2012,,,,N,N,N,N,N
Col Solare Cabernet Sauvignon Blend,2014,Col Solare,United States,"Red Mountain, WA",Red,750,"Cabernet Sauvignon, Cabernet Franc, Merlot & Syrah",RP,94,115,,4.4,2,8,8,7,,466,162,Featured in Vivino's 2019 Wine Style Awards: Washington State Cabernet Sauvignon. This vintage rates better than any other year for this wine,https://www.vivino.com/col-solare-cabernet-sauvignon-red-mountain-red-wine/w/5953599?year=2014,,,,N,N,N,N,N
Col Solare Cabernet Sauvignon Blend,2015,Col Solare,United States,"Red Mountain, WA",Red,750,"Cabernet Sauvignon, Cabernet Franc, Merlot & Syrah",RP,92,115,,4.3,2,8,8,7,,212,162,,https://www.vivino.com/col-solare-cabernet-sauvignon-red-mountain-red-wine/w/5953599?year=2015,,,,N,N,N,N,N
Northstar Walla Walla Valley *Limited,2010,Northstar Winery,United States,"Red Mountain, WA",Red,750,Merlot,RP,93,76,,4.1,2,8,3,4,,75,47,Popular among Vivino users. More than 70 ratings,https://www.vivino.com/northstar-winery-walla-walla-valley-merlot/w/1488133?year=2010,$58.00,Vini Vino,2010,N,N,N,N,N
Arthur Chardonnay,2015,Domain Drouhin Oregon,United States,Oregon,White,750,Chardonnay,RP,91,66,,4,2,6,7,,,398,223,Popular among Vivino users. More than 300 ratings,https://www.vivino.com/domaine-drouhin-oregon-arthur-chardonnay/w/9835?year=2015,$95.00,Vini Vino,2016,N,N,N,Y,N
Arthur Chardonnay,2016,Domain Drouhin Oregon,United States,Oregon,White,750,Chardonnay,RP,91,66,,3.9,2,6,7,,,304,223,,https://www.vivino.com/domaine-drouhin-oregon-arthur-chardonnay/w/9835?year=2016,$95.00,Vini Vino,2016,N,N,N,Y,N
Dundee Hills Pinot Noir,2015,Domain Drouhin Oregon,United States,Oregon,Red,750,Pinot Noir,RP,90,68,,3.7,1,3,8,2,,,3,,https://www.vivino.com/d-anu-dundee-hills-pinot-noir/w/2272305?year=2015,,,,N,N,N,Y,N
"Laurene Pinot Noir, Dundee Hills",2014,Domain Drouhin Oregon,United States,Oregon,Red,750,Pinot Noir,RP,92,85,,4.3,2,3,8,3,,560,362,Popular among Vivino users. More than 500 ratings. Among top 1% of all wines in the world,https://www.vivino.com/domaine-drouhin-oregon-laurene-pinot-noir/w/1744346?year=2014,$119.00,Vini Vino,2015,N,N,N,Y,N
"Laurene Pinot Noir, Dundee Hills",2015,Domain Drouhin Oregon,United States,Oregon,Red,750,Pinot Noir,RP,93,85,,4.3,2,3,8,3,,328,362,,https://www.vivino.com/domaine-drouhin-oregon-laurene-pinot-noir/w/1744346?year=2015,$119.00,Vini Vino,2015,N,N,N,Y,N
Chardonnay,2015,Rose Rock Drouhin Oregon,United States,Oregon,White,750,Chardonnay,RP,94,57,,3.6,1,6,7,,,206,119,,https://www.vivino.com/rose-rock-chardonnay/w/4298551?year=2015,$86.00,Vini Vino,2015,N,N,N,Y,N
Pinot Noir,2014,Rose Rock Drouhin Oregon,United States,Oregon,Red,750,Pinot Noir,RP,91,57,,3.9,2,3,8,3,,824,340,,https://www.vivino.com/rose-rock-pinot-noir/w/4298555?year=2014,$86.00,Vini Vino,2014,N,N,N,Y,N
Zephirine Pinot Noir,2015,Rose Rock Drouhin Oregon,United States,Oregon,Red,750,Pinot Noir,RP,93,80,,4.2,2,3,8,3,,191,86,This vintage rates better than any other year for this wine. Popular among Vivino users. More than 100 ratings,https://www.vivino.com/rose-rock-zephirine-pinot-noir/w/5105486?year=2015,$112.00,Vini Vino,2015,N,N,N,Y,N
Estate Selection Pinot Noir,2013,Erath Winery,United States,Oregon,Red,750,Pinot Noir,,,46,,3.8,1,2,8,,,575,422,,https://www.vivino.com/erath-pinot-noir-estate-selection/w/1119814?year=2013,$103.00,Vini Vino,2013,N,N,N,N,N
Aveta Sauvignon Blanc,2015,Stag's Leap Wine Cellars,United States,Napa Valley,White,750,Sauvignon Blanc,JS,92,55.5,,3.9,1,5,8,,,452,300,,https://www.vivino.com/stag-s-leap-wine-cellars-aveta-sauvignon-blanc/w/3901549?year=2015,$88.00,Vini Vino,2016,N,N,N,Y,N
Aveta Sauvignon Blanc,2016,Stag's Leap Wine Cellars,United States,Napa Valley,White,750,Sauvignon Blanc,,,55.5,,4.1,1,5,8,,,790,300,Popular among Vivino users. More than 700 ratings. Among top 2% of all wines in the world,https://www.vivino.com/stag-s-leap-wine-cellars-aveta-sauvignon-blanc/w/3901549?year=2016,$88.00,Vini Vino,2016,N,N,N,Y,N
Karia Chardonnay,2016,Stag's Leap Wine Cellars,United States,Napa Valley,White,750,Chardonnay,RP,90,66,,4,2,10,4,,,1059,720,,https://www.vivino.com/stag-s-leap-wine-cellars-karia-chardonnay/w/1107343?year=2016,$99.00,Vini Vino,2016,N,N,N,Y,N
Karia Chardonnay,2017,Stag's Leap Wine Cellars,United States,Napa Valley,White,750,Chardonnay,,,66,,4.1,2,10,4,,,470,720,,https://www.vivino.com/stag-s-leap-wine-cellars-karia-chardonnay/w/1107343?year=2017,$99.00,Vini Vino,2016,N,N,N,Y,N
Hands of Time Red Blend,2017,Stag's Leap Wine Cellars,United States,Napa Valley,Red,750,Cabernet Sauvignon & Merlot,,,60,,4.2,2,10,8,6,,184,985,Among top 2% of all wines in the world,https://www.vivino.com/stag-s-leap-wine-cellars-hands-of-time-red/w/1394956?year=2017,$92.00,Vini Vino,2014,Y,N,N,Y,N
Artemis Cabernet Sauvignon,2016,Stag's Leap Wine Cellars,United States,Napa Valley,Red,750,Cabernet Sauvignon,RP,92,106,,4.4,2,10,7,6,,7747,5568,,https://www.vivino.com/stag-s-leap-wine-cellars-artemis-cabernet-sauvignon/w/1107336?year=2016,$153.00,Vini Vino,2016,Y,N,N,Y,N
Artemis Cabernet Sauvignon - Magnum *Limited,2016,Stag's Leap Wine Cellars,United States,Napa Valley,Red,1500,Cabernet Sauvignon,RP,92,205,,4.4,2,10,7,6,,7747,5568,,https://www.vivino.com/stag-s-leap-wine-cellars-artemis-cabernet-sauvignon/w/1107336?year=2016,$153.00,Vini Vino,2016,N,N,N,Y,N
FAY Cabernet Sauvignon *Limited,2012,Stag's Leap Wine Cellars,United States,Napa Valley,Red,750,Cabernet Sauvignon,RP,94,205,,4.5,2,10,7,6,,1132,917,Popular among Vivino users. More than 1100 ratings. Oldest vintage available,https://www.vivino.com/stag-s-leap-wine-cellars-fay-cabernet-sauvignon/w/1107322?year=2012,$358.00,Vini Vino,2012,N,N,N,Y,N
FAY Cabernet Sauvignon *Limited,2013,Stag's Leap Wine Cellars,United States,Napa Valley,Red,750,Cabernet Sauvignon,RP,95,220,,4.4,2,10,7,6,,833,917,,https://www.vivino.com/stag-s-leap-wine-cellars-fay-cabernet-sauvignon/w/1107322?year=2013,$368.00,Vini Vino,2013,N,N,N,Y,N
FAY Cabernet Sauvignon *Limited,2014,Stag's Leap Wine Cellars,United States,Napa Valley,Red,750,Cabernet Sauvignon,RP,95,220,,4.4,2,10,7,6,,788,917,Latest vintage available,https://www.vivino.com/stag-s-leap-wine-cellars-fay-cabernet-sauvignon/w/1107322?year=2014,$388.00,Vini Vino,2014,N,N,N,Y,N
FAY Cabernet Sauvignon - Magnum *Limited,2012,Stag's Leap Wine Cellars,United States,Napa Valley,Red,1500,Cabernet Sauvignon,RP,94,408,,4.5,2,10,7,6,,1132,917,Popular among Vivino users. More than 1100 ratings. Oldest vintage available,https://www.vivino.com/stag-s-leap-wine-cellars-fay-cabernet-sauvignon/w/1107322?year=2012,$358.00,Vini Vino,2012,N,N,N,Y,N
FAY Cabernet Sauvignon - Magnum *Limited,2015,Stag's Leap Wine Cellars,United States,Napa Valley,Red,1500,Cabernet Sauvignon,RP,95,495,,4.5,2,10,7,6,,610,917,,https://www.vivino.com/stag-s-leap-wine-cellars-fay-cabernet-sauvignon/w/1107322?year=2015,$388.00,Vini Vino,2014,N,N,N,Y,N
Cask 23 Cabernet Sauvignon *Limited,2014,Stag's Leap Wine Cellars,United States,Napa Valley,Red,750,Cabernet Sauvignon,RP,96,380,,4.6,2,10,6,6,,624,700,Oldest vintage available. Cheapest vintage available,https://www.vivino.com/stag-s-leap-wine-cellars-cask-23-cabernet-sauvignon/w/2653222?year=2014,$459.00,Vini Vino,2014,N,N,N,Y,N
Cask 23 Cabernet Sauvignon *Limited,2015,Stag's Leap Wine Cellars,United States,Napa Valley,Red,750,Cabernet Sauvignon,RP,96,380,,4.7,2,10,6,6,,412,700,This vintage rates better than any other year for this wine. Latest vintage available,https://www.vivino.com/stag-s-leap-wine-cellars-cask-23-cabernet-sauvignon/w/2653222?year=2015,$538.00,Vini Vino,2015,N,N,N,Y,N
Stag's Lead Cabernet Sauvignon SLV *Limited,2014,Stag's Leap Wine Cellars,United States,Napa Valley,Red,750,Cabernet Sauvignon,RP,95,220,,4.4,2,10,6,6,,358,593,,https://www.vivino.com/stag-s-leap-wine-cellars-s-l-v-cabernet-sauvignon/w/1107342?year=2014,$388.00,Vini Vino,2014,N,N,N,Y,N
Stag's Lead Cabernet Sauvignon SLV *Limited,2016,Stag's Leap Wine Cellars,United States,Napa Valley,Red,750,Cabernet Sauvignon,RP,95,220,,4.4,2,10,6,6,,211,593,,https://www.vivino.com/stag-s-leap-wine-cellars-s-l-v-cabernet-sauvignon/w/1107342?year=2016,$388.00,Vini Vino,2014,N,N,N,Y,N
"""A26"" Chardonnay",2016,Antica,United States,Napa Valley,White,750,Chardonnay,JS,95,84,,4,2,9,3,,,13,2,This vintage rates better than any other year for this wine,https://www.vivino.com/us-antinori-a26-vineyard-chardonnay-napa-valley/w/7339318?year=2016,,,,N,N,N,N,N
"""A26"" Chardonnay",2017,Antica,United States,Napa Valley,White,750,Chardonnay,JS,97,84,,4.2,2,9,3,,,,2,,https://www.vivino.com/us-antinori-a26-vineyard-chardonnay-napa-valley/w/7339318?year=2017,,,,N,N,N,N,N
Townsend Cabernet Sauvignon,2014,Antica,United States,Napa Valley,Red,750,Cabernet Sauvignon,RP,90,143,,4.2,2,10,6,7,,22,63,,https://www.vivino.com/us-antinori-townsend-vineyard-cabernet-sauvignon/w/1169943?year=2014,,,,N,N,N,N,N
Townsend Cabernet Sauvignon,2015,Antica,United States,Napa Valley,Red,750,Cabernet Sauvignon,,,143,,4.2,2,10,6,7,,11,63,,https://www.vivino.com/us-antinori-townsend-vineyard-cabernet-sauvignon/w/1169943?year=2015,,,,N,N,N,N,N
Continuum,2014,Continuum Estate,United States,Napa Valley,Red,750,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot & Merlot",JS,99,320,,4.4,2,10,8,6,,80,28,Popular among Vivino users. More than 80 rating,https://www.vivino.com/continuum-partners-novicium-napa-valley/w/2035621?year=2014,,,,N,N,N,Y,N
Continuum,2015,Continuum Estate,United States,Napa Valley,Red,750,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot & Merlot",JS,100,358,,4.4,2,10,8,6,,,28,,https://www.vivino.com/continuum-partners-novicium-napa-valley/w/2035621?year=2015,,,,N,N,N,Y,N
Continuum,2016,Continuum Estate,United States,Napa Valley,Red,750,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot & Merlot",JS,100,370,,4.4,2,10,8,6,,18,28,,https://www.vivino.com/continuum-partners-novicium-napa-valley/w/2035621?year=2016,,,,N,N,N,Y,N
Continuum - Magnum,2015,Continuum Estate,United States,Napa Valley,Red,1500,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot & Merlot",JS,100,760,,4.4,2,10,8,6,,,28,,https://www.vivino.com/continuum-partners-novicium-napa-valley/w/2035621?year=2015,,,,N,N,N,Y,N
Continuum - Magnum,2016,Continuum Estate,United States,Napa Valley,Red,1500,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot & Merlot",JS,100,780,,4.4,2,10,8,6,,18,28,,https://www.vivino.com/continuum-partners-novicium-napa-valley/w/2035621?year=2016,,,,N,N,N,Y,N
Sonoma Coast Chardonnay,2016,Patz &Hall,United States,Sonoma,White,750,Chardonnay,,,83,,4.1,4,10,5,,,352,210,Popular among Vivino users. More than 300 ratings,https://www.vivino.com/patz-hall-chardonnay-sonoma-coast/w/1524183?year=2016,$105.00,Vini Vino,2016,N,N,N,N,N
Sonoma Coast Chardonnay,2015,Patz &Hall,United States,Sonoma,White,750,Pinot Noir,,,91,,4,4,10,5,,,298,210,,https://www.vivino.com/patz-hall-chardonnay-sonoma-coast/w/1524183?year=2015,$105.00,Vini Vino,2016,N,N,N,N,N
Hyde Vineyard Chardonnay,2014,Patz &Hall,United States,Sonoma,White,750,Chardonnay,JS,92,118,,4.2,3,9,4,,,44,44,Popular among Vivino users. More than 40 ratings,https://www.vivino.com/patz-hall-hyde-vineyard-chardonnay/w/4116640?year=2014,$145.00,Vini Vino,2014,N,N,N,N,N
Jenkins Ranch Pinot Noir,2014,Patz &Hall,United States,Sonoma,Red,750,Pinot Noir,JS,92,132,,4.2,2,5,7,3,,134,88,,https://www.vivino.com/patz-hall-jenkins-ranch-pinot-noir/w/5315?year=2014,$162.00,Vini Vino,2014,N,N,N,N,N
Gaps Crown Vineyard Pinot Noir,2014,Patz &Hall,United States,Sonoma,Red,750,Pinot Noir,JS,95,132,,4.3,2,6,7,3,,82,55,,https://www.vivino.com/patz-hall-gap-s-crown-vineyard-pinot-noir/w/4156345?year=2014,$160.00,Vini Vino,2015,N,N,N,N,N
Gaps Crown Vineyard Pinot Noir,2015,Patz &Hall,United States,Sonoma,Red,750,Pinot Noir,JS,95,132,,4.4,2,6,7,3,,68,55,This vintage rates better than any other year for this wine,https://www.vivino.com/patz-hall-gap-s-crown-vineyard-pinot-noir/w/4156345?year=2015,$160.00,Vini Vino,2015,N,N,N,N,N
Dutton Range Chardonnay,2015,Patz &Hall,United States,Sonoma,White,750,Chardonnay,JS,93,154,,4,4,10,6,,,309,179,Popular among Vivino users. More than 300 ratings,https://www.vivino.com/patz-hall-dutton-ranch-chardonnay/w/1744201?year=2015,$190.00,Vini Vino,2015,N,N,N,N,N
Catena Chardonnay,2017,Catena Zapata,Argentina,Mendoza,,750,Chardonnay,RP,91,42,,,,,,,,,,,,,,,N,N,N,Y,N
Catena Malbec,2017,Catena Zapata,Argentina,Mendoza,Red,750,Malbec,RP,91,42,,4.6,2,8,4,3,,636,1827,Among top 1% of all wines in the world,https://www.vivino.com/catena-zapata-malbec-argentino/w/1869?year=2017,$165.00,Vini Vino,2015,N,N,N,Y,N
Catena Cabernet Sauvignon,2016,Catena Zapata,Argentina,Mendoza,Red,750,Cabernet Sauvignon,RP,91,42,,3.9,2,9,4,5,,1192,156,Popular among Vivino users. More than 1100 ratings,https://www.vivino.com/catena-zapata-tupungato-malbec-cabernet-sauvignon/w/1225493?year=2016,,,,N,N,N,Y,N
Catena Cabernet Sauvignon,2017,Catena Zapata,Argentina,Mendoza,Red,750,Cabernet Sauvignon,RP,,42,,4,2,9,4,5,,1179,156,,https://www.vivino.com/catena-zapata-tupungato-malbec-cabernet-sauvignon/w/1225493?year=2017,,,,N,N,N,Y,N
Catena Vista Flores Malbec,2014,Catena Zapata,Argentina,Mendoza,Red,750,Malbec,,,42,,3.8,3,7,4,4,,1210,751,,https://www.vivino.com/catena-zapata-nicasia-vineyards-red-blend-malbec/w/4688632?year=2014,,,,Y,N,N ,Y,N
Catena Vista Flores Malbec,2017,Catena Zapata,Argentina,Mendoza,Red,750,Malbec,,,42,,4,3,7,4,4,,807,751,,https://www.vivino.com/catena-zapata-nicasia-vineyards-red-blend-malbec/w/4688632?year=2017,,,,Y,N,N,Y,N
Catena Alta Chardonnay,2016,Catena Zapata,Argentina,Mendoza,White,750,Chardonnay,RP,92,72,,4.2,2,7,4,,,1015,530,Featured in Vivino's 2019 Wine Style Awards: Argentinian Chardonnay,https://www.vivino.com/catena-alta-chardonnay/w/1872?year=2016,$93.00,Vini Vino,2016,N,N,N,Y,N
Catena Alta Chardonnay,2017,Catena Zapata,Argentina,Mendoza,White,750,Chardonnay,,,72,,4.2,2,7,4,,,429,530,,https://www.vivino.com/catena-alta-chardonnay/w/1872?year=2017,$93.00,Vini Vino,2016,N,N,N,Y,N
